# Export file dir = /opt/i2/staging/scp/sol-2.9/6.2.1/scp_lp/oil/export_to_lp
# Import file dir = /opt/i2/staging/scp/sol-2.9/6.2.1/scp_lp/oil/import_from_lp
# lpopt location = /opt/i2/staging/scp/sol-2.9/6.2.1/scp_lp
# Data file dir = /u/ygrover/62/run_area/solver_data
## engine version = 6.2.1
## lpopt export: v5.2
## export start = 05-10-07 13:07
## PLAN: start = 2001-01-04, end = 2001-12-31
## Horizon 'LP_HORIZON'; start = 2001-01-04, end = 2001-12-31
## CDM_SCP = /opt/i2/staging/scp/common_arch/6.2.1/5.2_schema/scp
## Export parameters (env vars)
## Assuming 4.3+ CDM schema
## FlowRounding == 0: produce->up, consume->down
## SmartICMP = off
## ProfitOpt = on
## export script directory = /opt/i2/staging/scp/sol-2.9/6.2.1/scp_lp/oil/export_to_lp
# horizon name = 'LP_HORIZON'
param: TIMEBUCKET: start days npv_factor:= 
## discount rate =  0
'2001-01-04'       7     1
'2001-01-11'       7     1
'2001-01-18'       7     1
'2001-01-25'       7     1
'2001-02-01'       7     1
'2001-02-08'       7     1
'2001-02-15'       7     1
'2001-02-22'       7     1
'2001-03-01'       7     1
'2001-03-08'       7     1
'2001-03-15'       17     1
'2001-04-01'       30     1
'2001-05-01'       31     1
'2001-06-01'       30     1
'2001-07-01'       31     1
'2001-08-01'       31     1
'2001-09-01'       30     1
'2001-10-01'       31     1
'2001-11-01'       30     1
'2001-12-01'       30     1
;
set LAYER := type demand_ranks bands backlog
'Layer2' 0 S '3~4' 100 0
'Layer1' 0 S '1~2' 100 0
'1000' 1000 S '*' 100
;
# local override
set OBLEVEL := time_weighted rel_tolerance abs_tolerance lp_method po_type active ls_hard twgt_bands
'capacity_violation' 1 0 0 PRIMAL M T F 1
'storage' 1 0 0 PRIMAL M T F 1
'max_safety_stock_violation' 1 0 0 PRIMAL M T F 1
'max_band_violation["99"]' 1 0 0 PRIMAL M T F 1
'max_res_target_violation' 1 0 0 PRIMAL M T F 1
'outsource_violations' 1 0 0 PRIMAL M T F 1
'min_res_target_level["0"]' 1 0 0 PRIMAL M T F 1
'amt_not_satisfied["Layer1"]' 1 0 0 PRIMAL M T F 1
'backlog["Layer1"]' 1 0 0 PRIMAL M T F 1
'amt_not_satisfied["Layer2"]' 1 0 0 PRIMAL M T F 1
'backlog["Layer2"]' 1 0 0 PRIMAL M T F 1
'min_band_violation["3"]' 1 0 0 PRIMAL M T F 1
'min_cover_violation["3"]' 1 0 0 PRIMAL M T F 1
'min_band_violation["2"]' 1 0 0 PRIMAL M T F 1
'min_cover_violation["2"]' 1 0 0 PRIMAL M T F 1
'min_band_violation["1"]' 1 0 0 PRIMAL M T F 1
'min_cover_violation["1"]' 1 0 0 PRIMAL M T F 1
'min_band_violation["0"]' 1 0 0 PRIMAL M T F 1
'min_cover_violation["0"]' 1 0 0 PRIMAL M T F 1
'alternates' 1 0 0 PRIMAL M T F 1
'max_band_violation["3"]' 1 0 0 PRIMAL M T F 1
'max_cover_violation["3"]' 1 0 0 PRIMAL M T F 1
'max_band_violation["2"]' 1 0 0 PRIMAL M T F 1
'max_cover_violation["2"]' 1 0 0 PRIMAL M T F 1
'max_band_violation["1"]' 1 0 0 PRIMAL M T F 1
'max_cover_violation["1"]' 1 0 0 PRIMAL M T F 1
'profit_optimization' 1 0 0 PRIMAL M T F 1
'surplus_storage' 1 0 0 PRIMAL M T F 1
'op_earliness' 1 0 0 PRIMAL M T F 1
'inventory' 1 0 0 PRIMAL M T F 1
;
set BUFFER_STAGES := stage carryover
'NoCarry'  3
'nocarry'  3
'NOCARRY'  3
;
# tmapi buffer export
param: BUFFER : carrying_cost inv_cost type stage level transship priority indep_demand := 
'Item2-at-RDC_A2'	 0.01315068  0     B '.' 1 T 1 F
'Item4-at-RDC_C2'	 0.01972603  0     B '.' 1 T 1 F
'Item3-at-RDC_B2'	 0.01808219  0     B '.' 1 T 1 F
'Item4-at-RDC_B2'	 0.01972603  0     B '.' 1 T 1 F
'Item3-at-RDC_A2'	 0.01808219  0     B '.' 1 T 1 F
'Int_A-at-Plant_1'	 0  0     B '.' 5 T 1 F
'Item4-at-RDC_A2'	 0.01972603  0     B '.' 1 T 1 F
'Int_B-at-Plant_1'	 0  0     B '.' 5 T 1 F
'Int_A-at-Plant_2'	 0  0     B '.' 5 T 1 F
'Int_C-at-Plant_1'	 0  0     B '.' 5 T 1 F
'Int_B-at-Plant_2'	 0  0     B '.' 5 T 1 F
'Item1-at-DC_A'	 0.01643836  0     B '.' 3 T 1 F
'raw_m-at-Plant_1'	 0  0     I '.' 6 T 1 F
'Item1-at-DC_B'	 0.01643836  0     B '.' 3 T 1 F
'Item1-at-DC_C'	 0.01643836  0     B '.' 2 T 1 F
'Item2-at-DC_A'	 0.01315068  0     B '.' 3 T 1 F
'Int_C-at-Plant_2'	 0  0     B '.' 5 T 1 F
'Item2-at-DC_B'	 0.01315068  0     B '.' 3 T 1 F
'Item2-at-DC_C'	 0.01315068  0     B '.' 2 T 1 F
'raw_m-at-Plant_2'	 0  0     I '.' 6 T 1 F
'Item3-at-DC_A'	 0.01808219  0     B '.' 3 T 1 F
'Item3-at-DC_B'	 0.01808219  0     B '.' 3 T 1 F
'Item3-at-DC_C'	 0.01808219  0     B '.' 2 T 1 F
'Item4-at-DC_A'	 0.01972603  0     B '.' 3 T 1 F
'Item1-at-Plant_1'	 0.01643836  0     B '.' 4 T 1 F
'Item4-at-DC_B'	 0.01972603  0     B '.' 3 T 1 F
'Item1-at-Plant_2'	 0.01643836  0     B '.' 4 T 1 F
'Item4-at-DC_C'	 0.01972603  0     B '.' 2 T 1 F
'Item2-at-Plant_1'	 0.01315068  0     B '.' 4 T 1 F
'Item2-at-Plant_2'	 0.01315068  0     B '.' 4 T 1 F
'Item1-at-RDC_C1'	 0.01643836  0     B '.' 1 T 1 F
'Item3-at-Plant_1'	 0.01808219  0     B '.' 4 T 1 F
'Item3-at-Plant_2'	 0.01808219  0     B '.' 4 T 1 F
'Item1-at-RDC_B1'	 0.01643836  0     B '.' 1 T 1 F
'Item2-at-RDC_C1'	 0.01315068  0     B '.' 1 T 1 F
'Item4-at-Plant_1'	 0.01972603  0     B '.' 4 T 1 F
'Item4-at-Plant_2'	 0.01972603  0     B '.' 4 T 1 F
'Item3-at-RDC_C1'	 0.01808219  0     B '.' 1 T 1 F
'Item2-at-RDC_B1'	 0.01315068  0     B '.' 1 T 1 F
'Item1-at-RDC_A1'	 0.01643836  0     B '.' 1 T 1 F
'Item2-at-RDC_A1'	 0.01315068  0     B '.' 1 T 1 F
'Item4-at-RDC_C1'	 0.01972603  0     B '.' 1 T 1 F
'Item3-at-RDC_B1'	 0.01808219  0     B '.' 1 T 1 F
'Item1-at-RDC_C2'	 0.01643836  0     B '.' 1 T 1 F
'Item4-at-RDC_B1'	 0.01972603  0     B '.' 1 T 1 F
'Item3-at-RDC_A1'	 0.01808219  0     B '.' 1 T 1 F
'Item4-at-RDC_A1'	 0.01972603  0     B '.' 1 T 1 F
'Item1-at-RDC_B2'	 0.01643836  0     B '.' 1 T 1 F
'Item2-at-RDC_C2'	 0.01315068  0     B '.' 1 T 1 F
'Item3-at-RDC_C2'	 0.01808219  0     B '.' 1 T 1 F
'Item2-at-RDC_B2'	 0.01315068  0     B '.' 1 T 1 F
'Item1-at-RDC_A2'	 0.01643836  0     B '.' 1 T 1 F
;
# now = 05-10-07 13:07; increment = 00:00
param: MINBUFFER_BUCKET: min_inv_level_bucket :=
;
param: MAXBUFFER_BUCKET: max_inv_level_bucket :=
;
param: MINTIMEBUFFER_BUCKET: min_inv_level_bucket :=
;
param: MAXTIMEBUFFER_BUCKET: max_inv_level_bucket :=
;
param INV_REQUIREMENT := buffer_name band_level band_type start end amount
;
# now = 05-10-07 13:07; increment = 00:00
param: OPERATION : operation_cost type := 
'Transport-Item1-from-MFG_DIST-DC_B-to-MFG_DIST-DC_C--by-TRUCK--99'	4	D
'Item1-OPY_1_1-at-Plant_1-47'	30	M
'Deliver-Item1-from-RDC_C2-33'	0	D
'Item2-OPY_1_23-at-Plant_1-48'	35	M
'Transport-Item2-from-MFG_DIST-DC_C-to-MFG_DIST-RDC_C1--by-TRUCK--104'	1	D
'Transport-Item4-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B2--by-TRUCK--90'	2.5	D
'Deliver-Item3-from-DC_B-36'	0	D
'Deliver-Item3-from-RDC_C1-30'	0	D
'Transport-Item4-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_B--by-TRUCK--82'	2	D
'Deliver-Item4-from-RDC_A2-31'	0	D
'Transport-Item1-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_A--by-TRUCK--71'	3	D
'Int_A-OPX_1_A-at-Plant_1-44'	75	M
'Transport-Item2-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B2--by-TRUCK--92'	2.5	D
'Transport-Item3-from-MFG_DIST-DC_A-to-MFG_DIST-DC_C--by-TRUCK--97'	4	D
'Transport-Item2-from-MFG_DIST-Plant_1-to-MFG_DIST-DC_B--by-TRUCK--68'	3	D
'Deliver-Item4-from-RDC_B1-23'	0	D
'Transport-Item1-from-MFG_DIST-DC_C-to-MFG_DIST-RDC_C2--by-TRUCK--63'	2.5	D
'Deliver-Item4-from-Plant_2-25'	0	D
'Deliver-Item1-from-RDC_B2-6'	0	D
'Item1-OPY_2_1-at-Plant_2-54'	30	M
'Deliver-Item2-from-RDC_A1-41'	0	D
'Transport-Item3-from-MFG_DIST-DC_C-to-MFG_DIST-RDC_C2--by-TRUCK--65'	2.5	D
'Item3-OPY_2_23-at-Plant_2-56'	35	M
'Deliver-Item3-from-RDC_B2-2'	0	D
'Transport-Item3-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A2--by-TRUCK--81'	1.5	D
'Transport-Item1-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B1--by-TRUCK--87'	1	D
'Deliver-Item2-from-Plant_2-16'	0	D
'Deliver-Item4-from-DC_B-12'	0	D
'Transport-Item3-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B1--by-TRUCK--89'	1	D
'Transport-Item3-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_A--by-TRUCK--73'	3	D
'Int_C-OPX_1_C-at-Plant_1-46'	75	M
'Transport-Item4-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A1--by-TRUCK--74'	1	D
'Transport-Item2-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_B--by-TRUCK--84'	2	D
'Deliver-Item4-from-Plant_1-26'	0	D
'Transport-Item3-from-MFG_DIST-Plant_1-to-MFG_DIST-DC_A--by-TRUCK--61'	2	D
'Transport-Item2-from-MFG_DIST-DC_B-to-MFG_DIST-DC_C--by-TRUCK--100'	4	D
'Deliver-Item1-from-RDC_C1-34'	0	D
'Int_A-OPX_2_A-at-Plant_2-51'	75	M
'Deliver-Item4-from-RDC_C1-7'	0	D
'Deliver-Item2-from-Plant_1-17'	0	D
'Transport-Item4-from-MFG_DIST-DC_A-to-MFG_DIST-DC_C--by-TRUCK--94'	4	D
'Transport-Item2-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A1--by-TRUCK--76'	1	D
'Deliver-Item1-from-DC_B-1'	0	D
'Transport-Item1-from-MFG_DIST-Plant_1-to-MFG_DIST-DC_A--by-TRUCK--59'	2	D
'Deliver-Item3-from-DC_A-38'	0	D
'Deliver-Item4-from-RDC_A1-32'	0	D
'Deliver-Item2-from-DC_C-18'	0	D
'Deliver-Item2-from-RDC_C1-10'	0	D
'Transport-Item1-from-MFG_DIST-DC_C-to-MFG_DIST-RDC_C1--by-TRUCK--103'	1	D
'Transport-Item4-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A2--by-TRUCK--78'	1.5	D
'Transport-Item4-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_A--by-TRUCK--70'	3	D
'Deliver-Item2-from-RDC_B2-27'	0	D
'Deliver-Item4-from-RDC_B2-21'	0	D
'Int_C-OPX_2_C-at-Plant_2-53'	75	M
'Deliver-Item3-from-RDC_A2-14'	0	D
'Transport-Item3-from-MFG_DIST-DC_B-to-MFG_DIST-DC_C--by-TRUCK--101'	4	D
'Deliver-Item3-from-Plant_2-42'	0	D
'Transport-Item1-from-MFG_DIST-Plant_1-to-MFG_DIST-DC_B--by-TRUCK--67'	3	D
'Item3-OPY_1_23-at-Plant_1-49'	35	M
'Transport-Item1-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B2--by-TRUCK--91'	2.5	D
'Transport-Item4-from-MFG_DIST-DC_C-to-MFG_DIST-RDC_C2--by-TRUCK--62'	2.5	D
'Transport-Item3-from-MFG_DIST-DC_C-to-MFG_DIST-RDC_C1--by-TRUCK--105'	1	D
'Item2-OPY_2_23-at-Plant_2-55'	35	M
'Deliver-Item3-from-DC_C-35'	0	D
'Transport-Item3-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B2--by-TRUCK--93'	2.5	D
'Deliver-Item1-from-RDC_A1-24'	0	D
'Deliver-Item1-from-Plant_2-37'	0	D
'Transport-Item4-from-MFG_DIST-DC_B-to-MFG_DIST-DC_C--by-TRUCK--98'	4	D
'Transport-Item4-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B1--by-TRUCK--86'	1	D
'Deliver-Item3-from-Plant_1-43'	0	D
'Deliver-Item4-from-DC_A-13'	0	D
'Transport-Item1-from-MFG_DIST-DC_A-to-MFG_DIST-DC_C--by-TRUCK--95'	4	D
'Transport-Item2-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_A--by-TRUCK--72'	3	D
'Deliver-Item2-from-DC_A-20'	0	D
'Int_B-OPX_1_B-at-Plant_1-45'	75	M
'Transport-Item1-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_B--by-TRUCK--83'	2	D
'Transport-Item2-from-MFG_DIST-DC_C-to-MFG_DIST-RDC_C2--by-TRUCK--64'	2.5	D
'Transport-Item2-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A2--by-TRUCK--80'	1.5	D
'Transport-Item2-from-MFG_DIST-Plant_1-to-MFG_DIST-DC_A--by-TRUCK--60'	2	D
'Transport-Item4-from-MFG_DIST-Plant_1-to-MFG_DIST-DC_A--by-TRUCK--58'	2	D
'Deliver-Item1-from-RDC_B1-8'	0	D
'Transport-Item1-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A1--by-TRUCK--75'	1	D
'Transport-Item2-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B1--by-TRUCK--88'	1	D
'Transport-Item3-from-MFG_DIST-Plant_1-to-MFG_DIST-DC_B--by-TRUCK--69'	3	D
'Deliver-Item1-from-Plant_1-39'	0	D
'Deliver-Item3-from-RDC_B1-4'	0	D
'Transport-Item4-from-MFG_DIST-DC_C-to-MFG_DIST-RDC_C1--by-TRUCK--102'	1	D
'Deliver-Item2-from-RDC_C2-9'	0	D
'Deliver-Item4-from-RDC_C2-5'	0	D
'Deliver-Item2-from-RDC_B1-28'	0	D
'Deliver-Item2-from-DC_B-19'	0	D
'Deliver-Item1-from-DC_A-3'	0	D
'Deliver-Item3-from-RDC_A1-15'	0	D
'Deliver-Item4-from-DC_C-11'	0	D
'Deliver-Item2-from-RDC_A2-40'	0	D
'Transport-Item3-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A1--by-TRUCK--77'	1	D
'Transport-Item3-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_B--by-TRUCK--85'	2	D
'Transport-Item1-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A2--by-TRUCK--79'	1.5	D
'Deliver-Item1-from-DC_C-0'	0	D
'Transport-Item2-from-MFG_DIST-DC_A-to-MFG_DIST-DC_C--by-TRUCK--96'	4	D
'Int_B-OPX_2_B-at-Plant_2-52'	75	M
'Item4-OPY_1_4-at-Plant_1-50'	35	M
'Transport-Item4-from-MFG_DIST-Plant_1-to-MFG_DIST-DC_B--by-TRUCK--66'	3	D
'Deliver-Item3-from-RDC_C2-29'	0	D
'Item4-OPY_2_4-at-Plant_2-57'	35	M
'Deliver-Item1-from-RDC_A2-22'	0	D
;
set NONPRODUCE_OPERATIONS:=
## 0 nonproducing ops out of 106
;
param: BUFFER_PROD_OP := 
'Item2-at-RDC_A2'  'Transport-Item2-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A2--by-TRUCK--80'
'Item4-at-RDC_C2'  'Transport-Item4-from-MFG_DIST-DC_C-to-MFG_DIST-RDC_C2--by-TRUCK--62'
'Item3-at-RDC_B2'  'Transport-Item3-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B2--by-TRUCK--93'
'Item4-at-RDC_B2'  'Transport-Item4-from-MFG_DIST-DC_B-to-MFG_DIST-RDC_B2--by-TRUCK--90'
'Item3-at-RDC_A2'  'Transport-Item3-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A2--by-TRUCK--81'
'Int_A-at-Plant_1'  'Int_A-OPX_1_A-at-Plant_1-44'
'Item4-at-RDC_A2'  'Transport-Item4-from-MFG_DIST-DC_A-to-MFG_DIST-RDC_A2--by-TRUCK--78'
'Int_B-at-Plant_1'  'Int_B-OPX_1_B-at-Plant_1-45'
'Int_A-at-Plant_2'  'Int_A-OPX_2_A-at-Plant_2-51'
'Int_C-at-Plant_1'  'Int_C-OPX_1_C-at-Plant_1-46'
'Int_B-at-Plant_2'  'Int_B-OPX_2_B-at-Plant_2-52'
'Item1-at-DC_A'  'Transport-Item1-from-MFG_DIST-Plant_1-to-MFG_DIST-DC_A--by-TRUCK--59'
'Item1-at-DC_A'  'Transport-Item1-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_A--by-TRUCK--71'
'Item1-at-DC_B'  'Transport-Item1-from-MFG_DIST-Plant_2-to-MFG_DIST-DC_B--by-TRUCK--83'
